course_code,course_code_prefix,offering_code,course_name,course_details,credits,prerequisites,corequisites,exclusions,breadth_requirements,course_experience,note,course_link
MGMA01,MGM,A01,Principles of Marketing,"An introduction to basic concepts and tools of marketing designed to provide students with a conceptual framework for the analysis of marketing problems. The topics include an examination of buyer behaviour, market segmentation; the basic elements of the marketing mix. Enrolment is limited to students registered in Programs requiring this course. This course includes work-integrated-learning components, and satisfies the WIL requirement of the BBA degree.",0.5,Enrolment in any Bachelor of Business Administration (BBA) program.,,"MGIA01H3, RSM250H1",Social and Behavioural Sciences,University-Based Experience,,https://ttb.utoronto.ca/cp/MGMA01H3
MGMB01,MGM,B01,Marketing Management,"This course builds on the introductory course in marketing and takes a pragmatic approach to develop the analytical skills required of marketing managers. The course is designed to help improve skills in analyzing marketing situations, identifying market opportunities, developing marketing strategies, making concise recommendations, and defending these recommendations. It will also use case study methodology to enable students to apply the concepts learned in the introductory course to actual issues facing marketing managers.",0.5,[MGMA01H3or MGIA01H3] and [MGTA38H3or (MGTA35H3) or (MGTA36H3)],,MGIB01H3,Social and Behavioural Sciences,,,https://ttb.utoronto.ca/cp/MGMB01H3
MGMC01,MGM,C01,Market Research,"A decision oriented course, which introduces students to the market research process. It covers different aspects of marketing research, both quantitative and qualitative, and as such teaches some essential fundamentals for the students to master in case they want to specialize in marketing. And includes alternative research approaches (exploratory, descriptive, causal), data collection, sampling, analysis and evaluation procedures are discussed. Theoretical and technical considerations in design and execution of market research are stressed. Instruction involves lectures and projects including computer analysis.",0.5,MGMA01H3or MGIA01H3,,"MGT453H5, RSM452H1",Social and Behavioural Sciences,,,https://ttb.utoronto.ca/cp/MGMC01H3
MGMC02,MGM,C02,Consumer Behaviour,"This course provides an overview of the role of products in the lives of consumers. Drawing on theories from psychology, sociology and economics, the course provides (1) a conceptual understanding of consumer behaviour (e.g. why people buy), and (2) an experience in the application of these concepts to marketing decisions. This course includes work-integrated-learning components, and satisfies the WIL requirement of the BBA degree.",0.5,MGMA01H3/(MGTB04H3) or MGIA01H3/(MGTB07H3),,(MGTD13H3),Social and Behavioural Sciences,Partnership-Based Experience,,https://ttb.utoronto.ca/cp/MGMC02H3
MGMC11,MGM,C11,Product Management and Branding,"Managing products and brands is one of the most important functions of a successful marketer. Product lines and extensions and other issues of product portfolio will be covered in this course. This course also examines issues about brand equity, its measurement and contemporary challenges faced by marketers about branding product management.",0.5,MGMA01H3or MGIA01H3,,,Social and Behavioural Sciences,Partnership-Based Experience,,https://ttb.utoronto.ca/cp/MGMC11H3
MGMC12,MGM,C12,Advertising: From Theory to Practice,"An introduction to the basic communication tools used in planning, implementing and evaluating promotional strategies .The course reviews basic findings of the behavioural sciences dealing with perception, personality, psychological appeals, and their application to advertising as persuasive communication. Students will gain experience preparing a promotional plan for a small business. The course will rely on lectures, discussions, audio-visual programs and guest speakers from the local advertising industry.",0.5,MGMA01H3or MGIA01H3,,,Social and Behavioural Sciences,Partnership-Based Experience,,https://ttb.utoronto.ca/cp/MGMC12H3
MGMC13,MGM,C13,Pricing Strategy,"Pricing right is fundamental to a firm's profitability. This course draws on microeconomics to develop practical approaches for optimal pricing decision-making. Students develop a systematic framework to think about, analyze and develop strategies for pricing right. Key issues covered include pricing new product, value pricing, behavioural issues, and price segmentation.",0.5,[MGMA01H3or MGIA01H3] and MGEB02H3,,,Social and Behavioural Sciences,,,https://ttb.utoronto.ca/cp/MGMC13H3
MGMC14,MGM,C14,Sales and Distribution Management,"Sales and distribution are critical components of a successful marketing strategy. The course discusses key issues regarding sales force management and distribution structure and intermediaries. The course focuses on how to manage sales force rather than how to sell, and with the design and management of an effective distribution network.",0.5,MGMA01H3or MGIA01H3,,,Social and Behavioural Sciences,,,https://ttb.utoronto.ca/cp/MGMC14H3
MGMC40,MGM,C40,Special Topics in Marketing,"This course covers special topics in the area of Marketing. The specific topics will vary from year to year but could include topics in consumer behaviour, marketing management, marketing communication, new developments in the marketing area and trends. The specific topics to be covered will be set out in the syllabus for the course for each semester in which it is offered.",0.5,[MGMA01H3or MGIA01H3] and [MGMB01H3or MGIB01H3],,,Social and Behavioural Sciences,,,https://ttb.utoronto.ca/cp/MGMC40H3
MGMD01,MGM,D01,Applied Marketing Models,"Marketing is a complex discipline incorporating not only an “art” but also a “science”. This course reviews the “science” side of marketing by studying multiple models used by companies. Students will learn how to assess marketing problems and use appropriate models to collect, analyze and interpret marketing data.",0.5,[MGMA01H3or MGIA01H3] and MGEB11H3and MGEB12H3,,MGT455H5,Quantitative Reasoning,,,https://ttb.utoronto.ca/cp/MGMD01H3
MGMD02,MGM,D02,Judgement and Decision Making,"This course combines the elements of behavioural research as applied to consumers' decision making models and how this can be used to predict decisions within the marketing and consumer oriented environment. It also delves into psychology, economics, statistics, and other disciplines.",0.5,MGMA01H3or MGIA01H3,,PSYC10H3,Social and Behavioural Sciences,,,https://ttb.utoronto.ca/cp/MGMD02H3
MGMD10,MGM,D10,Seminar in Consumer Psychology I,"This seminar style course has advanced discussions that will go in-depth into a variety of topics in consumer psychology. Students will read papers from academic journals each week, lead the discussions, and share their ideas. Students are expected to submit a research paper at the end of the term. This course is appropriate for senior marketing students who are keen on getting insights into consumer psychology and/or those who want to get exposure to academic research in consumer psychology.",0.5,[MGMA01H3or MGIA01H3] and MGMB01H3,,,Social and Behavioural Sciences,University-Based Experience,,https://ttb.utoronto.ca/cp/MGMD10H3
MGMD11,MGM,D11,Seminar in Consumer Psychology II,"This seminar style course has advanced discussions that will go in-depth into a variety of topics in consumer psychology. Students will read papers from academic journals each week, lead the discussions, and share their ideas. Students are expected to submit a research paper at the end of the term. This course is appropriate for senior marketing students who are keen on getting insights into consumer psychology and/or those who want to get exposure to academic research in consumer psychology.",0.5,[MGMA01H3or MGIA01H3] and MGMB01H3,,,Social and Behavioural Sciences,,,https://ttb.utoronto.ca/cp/MGMD11H3
MGMD19,MGM,D19,Advanced Special Topics in Marketing II,"This course focuses on current faculty research in areas like consumer behaviour and choice, pricing, promotions, etc. and their importance to marketing and research methodology. Topics covered will include specific theoretical or functional areas in marketing. The particular content in any given year will depend on the faculty member.",0.5,[MGMA01H3or MGIA01H3] and [MGMB01H3or MGIB01H3],,MGMD21H3Recommended Preparation: Some interest in or additional knowledge of different aspects of Marketing,Social and Behavioural Sciences,,"This course can be taken as CR/NCR only for degree requirements, not program requirements.",https://ttb.utoronto.ca/cp/MGMD19H3
MGMD20,MGM,D20,Advanced Special Topics in Marketing I,"This course focuses on current faculty research in areas like consumer behaviour and choice, pricing, promotions etc. and their importance to marketing and research methodology. Topics covered will include specific theoretical or functional areas in marketing. The particular content in any given year will depend on the faculty member.",0.5,[MGMA01H3or MGIA01H3] and [MGMB01H3or MGIB01H3]Recommended Preparation: Some interest in or additional knowledge of different aspects of Marketing,,,Social and Behavioural Sciences,,,https://ttb.utoronto.ca/cp/MGMD20H3
MGMD21,MGM,D21,Competitive Marketing in Action,"This course focuses on the analysis required to support marketing decisions and aid in the formation of marketing strategy. This is a Marketing simulation course which will challenge students to make real-time decisions with realistic consequences in a competitive market scenario. As part of a team, students will make decisions on Pricing, branding, distribution strategy, commissioning and using market research, new product launches and a variety of related marketing actions while competing with other teams in a simulation that will dynamically unfold over the semester. This is an action-packed capstone course and will give students the chance to apply what they have learned and to polish their skills in a realistic environment.",0.5,[MGMA01H3or MGIA01H3] and [MGMB01H3or MGIB01H3]Recommended Preparation: Some interest in or additional knowledge of different aspects of Marketing,,,Social and Behavioural Sciences,,,https://ttb.utoronto.ca/cp/MGMD21H3
MGOC10,MGO,C10,Analytics for Decision Making,"The course develops understanding and practical skills of applying quantitative analysis for making better management decisions. Studied analytics methodologies include linear programming; multi-criteria optimization; network and waiting-line models; decision analysis. Methodologies are practiced in a broad range of typical business problems drawn from different areas of management, using spreadsheet modelling tools.",0.5,MGEB02H3and [MGEB12H3or MAF2001H or CDPD00] and [MGTA38H3or (MGTA36H3) or (MGTA35H3)],,,Quantitative Reasoning,,Students enrolled in the Combined Degree Program with Master of Accounting and Finance may take MGOC10H3and MAF2001H concurrently in the same term.,https://ttb.utoronto.ca/cp/MGOC10H3
MGOC15,MGO,C15,Introductory Business Data Analytics,"The course lays the foundation of business data analytics and its application to Management. Using state-of-the-art computational tools, students learn the fundamentals of processing, visualizing, and identifying patterns from data to draw actionable insights and improve decision making in business processes.",0.5,MGEB12H3,MGOC10H3,"MGT458H5, (MGOD30H3)",Quantitative Reasoning,,,https://ttb.utoronto.ca/cp/MGOC15H3
MGOC20,MGO,C20,Operations Management,"An introduction to a broad scope of major strategic and tactical issues in Operations Management. Topics include project management, inventory management, supply chain management, forecasting, revenue management, quality management, lean and just-in-time operations, and production scheduling.",0.5,MGOC10H3,,"MGT374H5, RSM370H1",Quantitative Reasoning,,,https://ttb.utoronto.ca/cp/MGOC20H3
MGOC50,MGO,C50,Special Topics in Analytics and Operations,"This course will focus on topics in Analytics and Operations Management that are not covered or are covered only lightly in regularly offered courses. The particular content in any given year will depend on the faculty member. Possible topics include (but are not limited to) production planning, revenue management, project management, logistics planning, operations management in shared economy, and health care operations management.",0.5,MGEB02H3and MGEB12H3,MGOC10H3,,Quantitative Reasoning,,,https://ttb.utoronto.ca/cp/MGOC50H3
